0.00.030.802 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.031.884 W srv  llama_server: -----------------
0.00.031.891 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.031.893 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.031.895 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.031.897 W srv  llama_server: -----------------
0.00.033.659 I srv    load_model: loading model '/model/target.gguf'
AMX is not ready to be used!
0.03.758.240 I cmn          init: llama threadpool init, n_threads = 6
0.03.758.515 I common_speculative_init_result: creating MTP draft context against the target model '/model/target.gguf'
0.03.853.420 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'true'
0.03.904.437 I srv  llama_server: model loaded
0.03.904.450 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.904.452 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.904.452 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.16.060.549 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.16.060.784 I slot launch_slot_: id  0 | task 36 | processing task, is_child = 0
0.16.368.735 I slot print_timing: id  0 | task 36 | prompt eval time =     138.00 ms /    16 tokens (    8.62 ms per token,   115.94 tokens per second)
0.16.368.741 I slot print_timing: id  0 | task 36 |        eval time =     169.90 ms /    16 tokens (   11.33 ms per token,    88.29 tokens per second)
0.16.368.742 I slot print_timing: id  0 | task 36 |       total time =     307.89 ms /    32 tokens
0.16.368.748 I slot print_timing: id  0 | task 36 |    graphs reused =          3
0.16.368.773 I slot print_timing: id  0 | task 36 | draft acceptance = 0.83333 (   10 accepted /    12 generated), mean len =  3.50
0.16.368.825 I slot      release: id  0 | task 36 | stop processing: n_tokens = 31, truncated = 0
0.30.804.526 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 10835842555
0.30.884.321 I slot launch_slot_: id  0 | task 74 | processing task, is_child = 0
0.34.044.163 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   3072, progress = 0.02, t =   3.02 s / 1017.54 tokens per second
0.34.565.417 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   3584, progress = 0.03, t =   3.54 s / 1012.23 tokens per second
0.35.088.020 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   4096, progress = 0.03, t =   4.06 s / 1008.38 tokens per second
0.35.614.033 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   4608, progress = 0.04, t =   4.59 s / 1004.52 tokens per second
0.36.143.660 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   5120, progress = 0.04, t =   5.12 s / 1000.90 tokens per second
0.36.675.064 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   5632, progress = 0.04, t =   5.65 s / 997.70 tokens per second
0.37.208.811 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   6144, progress = 0.05, t =   6.18 s / 994.46 tokens per second
0.37.744.030 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   6656, progress = 0.05, t =   6.71 s / 991.35 tokens per second
0.38.283.625 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   7168, progress = 0.06, t =   7.25 s / 988.58 tokens per second
0.38.825.656 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   7680, progress = 0.06, t =   7.79 s / 985.66 tokens per second
0.39.372.287 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   8192, progress = 0.06, t =   8.34 s / 982.59 tokens per second
0.39.917.154 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   8704, progress = 0.07, t =   8.88 s / 979.82 tokens per second
0.40.465.896 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   9216, progress = 0.07, t =   9.43 s / 977.23 tokens per second
0.41.015.558 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =   9728, progress = 0.08, t =   9.98 s / 974.62 tokens per second
0.41.563.861 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  10240, progress = 0.08, t =  10.53 s / 972.86 tokens per second
0.42.121.432 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  10752, progress = 0.08, t =  11.08 s / 970.20 tokens per second
0.42.676.805 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  11264, progress = 0.09, t =  11.64 s / 967.82 tokens per second
0.43.241.432 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  11776, progress = 0.09, t =  12.20 s / 965.22 tokens per second
0.43.807.531 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  12288, progress = 0.10, t =  12.77 s / 962.45 tokens per second
0.44.374.039 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  12800, progress = 0.10, t =  13.33 s / 960.01 tokens per second
0.44.943.928 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  13312, progress = 0.10, t =  13.90 s / 957.55 tokens per second
0.45.516.425 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  13824, progress = 0.11, t =  14.47 s / 955.11 tokens per second
0.46.091.497 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  14336, progress = 0.11, t =  15.05 s / 952.63 tokens per second
0.46.670.060 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  14848, progress = 0.12, t =  15.63 s / 950.27 tokens per second
0.47.249.851 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  15360, progress = 0.12, t =  16.20 s / 947.90 tokens per second
0.47.833.613 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  15872, progress = 0.12, t =  16.79 s / 945.49 tokens per second
0.48.419.970 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  16384, progress = 0.13, t =  17.37 s / 943.13 tokens per second
0.49.006.152 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  16896, progress = 0.13, t =  17.96 s / 940.88 tokens per second
0.49.593.178 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  17408, progress = 0.13, t =  18.55 s / 938.66 tokens per second
0.50.187.818 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  17920, progress = 0.14, t =  19.14 s / 936.31 tokens per second
0.50.783.714 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  18432, progress = 0.14, t =  19.73 s / 934.07 tokens per second
0.51.380.734 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  18944, progress = 0.15, t =  20.33 s / 931.86 tokens per second
0.51.978.042 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  19456, progress = 0.15, t =  20.93 s / 929.75 tokens per second
0.52.581.401 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  19968, progress = 0.15, t =  21.53 s / 927.47 tokens per second
0.53.187.055 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  20480, progress = 0.16, t =  22.13 s / 925.29 tokens per second
0.53.796.075 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  20992, progress = 0.16, t =  22.74 s / 923.08 tokens per second
0.54.412.577 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  21504, progress = 0.17, t =  23.36 s / 920.70 tokens per second
0.55.026.758 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  22016, progress = 0.17, t =  23.97 s / 918.45 tokens per second
0.55.640.682 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  22528, progress = 0.17, t =  24.58 s / 916.35 tokens per second
0.56.254.914 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  23040, progress = 0.18, t =  25.20 s / 914.38 tokens per second
0.56.879.890 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  23552, progress = 0.18, t =  25.82 s / 912.15 tokens per second
0.57.503.834 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  24064, progress = 0.19, t =  26.44 s / 909.98 tokens per second
0.58.130.891 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  24576, progress = 0.19, t =  27.07 s / 907.85 tokens per second
0.58.764.129 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  25088, progress = 0.19, t =  27.70 s / 905.62 tokens per second
0.59.394.252 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  25600, progress = 0.20, t =  28.33 s / 903.56 tokens per second
1.00.029.476 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  26112, progress = 0.20, t =  28.97 s / 901.50 tokens per second
1.00.666.875 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  26624, progress = 0.21, t =  29.60 s / 899.35 tokens per second
1.01.306.443 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  27136, progress = 0.21, t =  30.24 s / 897.30 tokens per second
1.01.950.229 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  27648, progress = 0.21, t =  30.88 s / 895.19 tokens per second
1.02.595.788 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  28160, progress = 0.22, t =  31.53 s / 893.10 tokens per second
1.03.242.878 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  28672, progress = 0.22, t =  32.18 s / 891.11 tokens per second
1.03.892.575 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  29184, progress = 0.23, t =  32.82 s / 889.12 tokens per second
1.04.544.971 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  29696, progress = 0.23, t =  33.48 s / 887.09 tokens per second
1.05.202.947 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  30208, progress = 0.23, t =  34.13 s / 885.02 tokens per second
1.05.862.357 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  30720, progress = 0.24, t =  34.79 s / 882.99 tokens per second
1.06.523.126 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  31232, progress = 0.24, t =  35.45 s / 880.96 tokens per second
1.07.189.402 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  31744, progress = 0.25, t =  36.12 s / 878.91 tokens per second
1.07.858.572 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  32256, progress = 0.25, t =  36.78 s / 876.88 tokens per second
1.08.529.881 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  32768, progress = 0.25, t =  37.45 s / 874.90 tokens per second
1.09.202.624 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  33280, progress = 0.26, t =  38.13 s / 872.84 tokens per second
1.09.884.030 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  33792, progress = 0.26, t =  38.81 s / 870.78 tokens per second
1.10.560.075 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  34304, progress = 0.27, t =  39.48 s / 868.83 tokens per second
1.11.246.588 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  34816, progress = 0.27, t =  40.17 s / 866.77 tokens per second
1.11.933.427 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  35328, progress = 0.27, t =  40.85 s / 864.73 tokens per second
1.12.621.124 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  35840, progress = 0.28, t =  41.54 s / 862.76 tokens per second
1.13.311.656 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  36352, progress = 0.28, t =  42.23 s / 860.79 tokens per second
1.14.006.431 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  36864, progress = 0.29, t =  42.92 s / 858.85 tokens per second
1.14.698.452 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  37376, progress = 0.29, t =  43.62 s / 856.91 tokens per second
1.15.389.252 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  37888, progress = 0.29, t =  44.31 s / 855.10 tokens per second
1.16.080.571 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  38400, progress = 0.30, t =  45.00 s / 853.35 tokens per second
1.16.782.898 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  38912, progress = 0.30, t =  45.70 s / 851.54 tokens per second
1.17.478.055 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  39424, progress = 0.31, t =  46.40 s / 849.73 tokens per second
1.18.185.877 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  39936, progress = 0.31, t =  47.10 s / 847.83 tokens per second
1.18.894.928 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  40448, progress = 0.31, t =  47.81 s / 846.01 tokens per second
1.19.603.464 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  40960, progress = 0.32, t =  48.52 s / 844.20 tokens per second
1.20.309.695 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  41472, progress = 0.32, t =  49.22 s / 842.55 tokens per second
1.21.021.978 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  41984, progress = 0.33, t =  49.93 s / 840.85 tokens per second
1.21.738.102 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  42496, progress = 0.33, t =  50.65 s / 839.03 tokens per second
1.22.458.966 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  43008, progress = 0.33, t =  51.37 s / 837.21 tokens per second
1.23.183.168 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  43520, progress = 0.34, t =  52.09 s / 835.51 tokens per second
1.23.909.006 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  44032, progress = 0.34, t =  52.82 s / 833.70 tokens per second
1.24.638.575 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  44544, progress = 0.35, t =  53.54 s / 831.90 tokens per second
1.25.367.094 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  45056, progress = 0.35, t =  54.27 s / 830.16 tokens per second
1.26.104.133 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  45568, progress = 0.35, t =  55.01 s / 828.41 tokens per second
1.26.838.841 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  46080, progress = 0.36, t =  55.74 s / 826.68 tokens per second
1.27.584.652 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  46592, progress = 0.36, t =  56.49 s / 824.83 tokens per second
1.28.323.492 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  47104, progress = 0.37, t =  57.23 s / 823.10 tokens per second
1.29.065.893 I slot print_timing: id  0 | task 74 | prompt processing, n_tokens =  47616, progress = 0.37, t =  57.97 s / 821.37 tokens per second
